speed
12.09
11.73
11.73
11.46
11.28
11.28
11.1
11.01
11.01
11.01
10.92
10.83
10.56
10.38
10.2
10.11
10.11
10.02
9.93
9.93
9.84
9.75
9.75
9.75
9.75
9.66
9.66
9.66
9.66
9.66
9.66
9.66
9.57
9.48
9.48
9.48
9.48
9.48
9.39
9.39
9.39
9.39
9.39
9.39
9.39
9.39
9.39
9.3
9.3
9.21
9.21
9.21
9.21
9.21
9.21
9.12
9.12
9.12
9.12
9.03
9.03
9.03
8.94
8.94
8.94
8.94
8.94
8.94
8.94
8.94
8.94
8.94
8.85
8.85
8.85
8.85
8.85
8.85
8.85
8.85
8.76
8.76
8.76
8.76
8.76
8.76
8.76
8.76
8.76
8.76
8.76
8.76
8.76
8.76
8.67
8.67
8.67
8.67
8.67
8.67
8.67
8.67
8.67
8.67
8.67
8.67
8.67
8.67
8.67
8.58
8.58
8.58
8.58
8.58
8.58
8.58
8.58
8.58
8.49
8.49
8.49
8.49
8.49
8.49
8.49
8.49
8.49
8.49
8.49
8.49
8.49
8.49
8.49
8.49
8.4
8.4
8.4
8.4
8.4
8.4
8.4
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.22
8.22
8.22
8.22
8.22
8.22
8.22
8.22
8.22
8.22
8.22
8.22
8.22
8.22
8.22
8.22
8.22
8.22
8.22
8.22
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.13
8.04
8.04
8.04
8.04
8.04
8.04
8.04
8.04
8.04
8.04
8.04
8.04
8.04
8.04
8.04
8.04
8.04
8.04
8.04
8.04
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.95
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.86
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.77
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.68
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.59
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.41
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.32
7.23
7.23
7.23
7.23
7.23
7.23
7.23
7.23
7.23
7.23
7.23
7.23
7.23
7.23
7.23
7.23
7.23
7.23
7.23
7.23
7.23
7.23
7.23
